# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
OR10D3	OR10D3	NM_001355213.1	protein_coding	1	0	5	29	0	0	0	0	0	0	0	11	0	0	5	0	0	0	0	0	0	1	0	0	0	18
OR10G4	OR10G4	NM_001004462.1	protein_coding	0	3	5	24	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	3	19
OR10G6	OR10G6	NM_001355219.1	protein_coding	0	2	0	32	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	18
OR10G7	OR10G7	NM_001004463.1	protein_coding	0	4	5	20	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	4	12
OR10G8	OR10G8	NM_001004464.1	protein_coding	0	0	0	28	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	13
OR10G9	OR10G9	NM_001001953.1	protein_coding	0	3	2	18	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	3	7
OR10Q1	OR10Q1	NM_001004471.2	protein_coding	0	1	3	35	0	0	0	0	0	1	0	21	0	0	2	0	0	0	0	0	0	0	0	0	1	14
OR10S1	OR10S1	NM_001004474.1	protein_coding	0	1	4	32	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	1	23
OR10V1	OR10V1	NM_001005324.1	protein_coding	1	1	3	27	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	1	0	0	1	14
OR10V2P	OR10V2P	NR_045005.1		0	0	0	26	0	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	8
OR10W1	OR10W1	NM_207374.3	protein_coding	0	0	3	35	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	17
OR1S1	OR1S1	NM_001004458.1	protein_coding	1	2	6	28	0	0	0	0	0	0	0	15	0	0	6	0	0	0	0	1	0	0	1	0	2	13
OR1S2	OR1S2	NM_001004459.1	protein_coding	0	2	3	24	0	0	0	0	0	0	0	13	0	0	3	0	0	0	0	0	0	0	0	0	2	11
OR2AG1	OR2AG1	NM_001004489.2	protein_coding	0	2	2	55	1	0	0	0	0	0	0	25	0	0	2	0	0	0	0	1	0	0	0	0	1	29
OR2AG2	OR2AG2	NM_001004490.1	protein_coding	0	1	4	42	0	0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	0	0	0	0	1	22
OR2AT4	OR2AT4	NM_001005285.2	protein_coding	0	0	0	23	0	0	2	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	0	6
OR2D2	OR2D2	NM_003700.1	protein_coding	0	0	5	39	0	0	0	0	0	0	0	17	0	0	5	0	0	0	0	0	0	0	0	0	0	22
OR2D3	OR2D3	NM_001004684.1	protein_coding	1	3	3	50	0	0	0	0	0	0	0	27	1	0	3	0	0	0	0	0	0	0	0	0	3	23
OR4A15	OR4A15	NM_001005275.1	protein_coding	0	2	2	29	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	2	17
OR4A16	OR4A16	NM_001005274.1	protein_coding	1	4	12	30	0	0	0	0	0	0	0	18	0	0	12	0	0	0	0	0	0	1	0	0	4	12
OR4A47	OR4A47	NM_001005512.2	protein_coding	0	0	3	19	0	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	0	4
OR4A5	OR4A5	NM_001005272.3	protein_coding	0	1	7	25	0	0	0	0	0	0	0	13	0	0	7	0	0	0	0	0	0	0	0	0	1	12
OR4B1	OR4B1	NM_001005470.1	protein_coding	0	3	4	22	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	0	0	3	10
OR4C11	OR4C11	NM_001004700.2	protein_coding	1	0	4	18	1	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	1	0	0	0	8
OR4C12	OR4C12	NM_001005270.4	protein_coding	0	0	1	19	1	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	3
OR4C13	OR4C13	NM_001001955.2	protein_coding	0	1	5	17	0	0	0	0	0	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	1	10
OR4C15	OR4C15	NM_001001920.2	protein_coding	0	4	8	28	3	1	1	0	0	0	0	15	0	0	8	0	0	0	0	0	0	0	0	0	3	9
OR4C16	OR4C16	NM_001004701.2	protein_coding	1	3	7	32	0	0	0	0	0	0	0	14	0	0	7	0	0	0	0	0	0	1	0	0	3	18
OR4C3	OR4C3	NM_001004702.2	protein_coding	0	1	0	22	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	15
OR4C45	OR4C45	NM_001005513.1	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OR4C45	OR4C45	NR_160275.1		0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OR4C46	OR4C46	NM_001004703.1	protein_coding	0	2	6	21	0	0	0	0	0	0	0	14	0	0	6	0	0	0	0	0	0	0	0	0	2	7
OR4C5	OR4C5	NM_001348223.1	protein_coding	0	0	2	17	0	0	0	0	0	0	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0	5
OR4C6	OR4C6	NM_001004704.1	protein_coding	0	0	1	27	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	14
OR4D10	OR4D10	NM_001004705.1	protein_coding	1	0	1	20	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	1	0	0	0	11
OR4D11	OR4D11	NM_001004706.1	protein_coding	0	0	1	19	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	15
OR4D5	OR4D5	NM_001001965.1	protein_coding	0	0	2	30	0	0	0	0	0	0	0	21	0	0	2	0	0	0	0	0	0	0	0	0	0	9
OR4D6	OR4D6	NM_001004708.1	protein_coding	0	1	6	31	0	0	0	0	0	0	0	13	0	0	6	0	0	0	0	0	0	0	0	0	1	18
OR4D9	OR4D9	NM_001004711.1	protein_coding	0	0	2	8	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	3
OR4P4	OR4P4	NM_001004124.2	protein_coding	1	0	1	8	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	1	0	0	0	3
OR4S1	OR4S1	NM_001004725.1	protein_coding	0	2	1	27	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	0	0	2	13
OR4S2	OR4S2	NM_001004059.2	protein_coding	0	0	2	14	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	8
OR4X1	OR4X1	NM_001004726.1	protein_coding	1	2	4	37	0	0	0	1	0	0	0	16	0	0	3	0	0	0	0	0	0	1	0	0	2	21
OR4X2	OR4X2	NM_001004727.1	protein_coding	1	0	0	35	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0	0	0	17
OR51A2	OR51A2	NM_001004748.1	protein_coding	0	1	2	58	0	0	0	0	0	0	0	33	0	0	2	0	0	0	0	0	0	0	0	0	1	25
OR51A4	OR51A4	NM_001005329.1	protein_coding	0	0	4	58	0	0	0	0	0	0	0	40	0	0	4	0	0	0	0	0	0	0	0	0	0	18
OR51A7	OR51A7	NM_001004749.1	protein_coding	0	2	2	41	0	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	0	2	23
OR51B2	OR51B2	NM_033180.4	protein_coding	0	3	7	60	2	0	0	0	0	0	0	32	0	0	7	0	0	0	0	0	0	0	0	0	3	26
OR51B4	OR51B4	NM_033179.2	protein_coding	0	1	2	32	0	0	0	0	0	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	1	15
OR51B5	OR51B5	NM_001005567.3	protein_coding	1	3	6	972	0	0	3	0	0	0	0	8	1	950	6	0	0	0	0	1	0	0	0	0	2	12
OR51B5	OR51B5	NR_038321.2		0	1	0	988	0	0	0	0	0	0	0	12	0	961	0	4	0	0	0	1	0	0	0	0	0	12
OR51B6	OR51B6	NM_001004750.1	protein_coding	0	4	16	88	0	0	0	0	0	0	0	45	0	0	16	0	0	0	0	0	0	0	0	0	4	43
OR51D1	OR51D1	NM_001004751.2	protein_coding	0	2	5	69	0	0	0	0	0	0	0	35	0	0	5	0	0	0	0	0	0	0	0	0	2	34
OR51E1	OR51E1	NM_152430.4	protein_coding	0	1	1	116	10	0	0	0	0	0	0	33	0	46	1	0	0	0	0	0	0	0	0	0	1	27
OR51E2	OR51E2	NM_030774.4	protein_coding	0	1	0	75	2	0	1	0	0	0	0	9	0	50	0	0	0	0	0	0	0	0	0	0	1	13
OR51F1	OR51F1	NM_001004752.2	protein_coding	1	9	8	31	0	0	0	0	0	0	0	18	1	0	8	0	0	0	0	0	0	0	0	0	9	13
OR51F2	OR51F2	NM_001004753.2	protein_coding	0	3	2	25	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	3	16
OR51G1	OR51G1	NM_001005237.1	protein_coding	0	1	6	35	0	0	0	0	0	0	0	18	0	0	6	0	0	0	0	0	0	0	0	0	1	17
OR51G2	OR51G2	NM_001005238.1	protein_coding	0	0	3	35	0	0	0	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	0	0	0	14
OR51H1	OR51H1	NM_001348291.1	protein_coding	0	1	1	15	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	1	11
OR51I1	OR51I1	NM_001005288.2	protein_coding	1	1	5	35	0	0	0	0	0	0	0	16	0	0	5	0	0	0	0	0	0	1	0	0	1	19
OR51I2	OR51I2	NM_001004754.2	protein_coding	1	2	4	51	0	0	0	0	0	0	0	16	1	0	4	0	0	0	0	0	0	0	0	0	2	35
OR51J1	OR51J1	NM_001348224.1	protein_coding	1	1	4	89	2	1	4	0	0	0	0	37	1	0	4	0	0	0	0	0	0	0	0	0	0	46
OR51L1	OR51L1	NM_001004755.1	protein_coding	0	2	4	45	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0	2	29
OR51M1	OR51M1	NM_001004756.2	protein_coding	0	1	6	80	0	0	0	0	0	0	0	42	0	0	6	0	0	0	0	0	0	0	0	0	1	38
OR51Q1	OR51Q1	NM_001004757.2	protein_coding	1	4	8	46	0	0	0	0	0	0	0	26	0	0	8	0	0	0	0	0	0	1	0	0	4	20
OR51S1	OR51S1	NM_001004758.1	protein_coding	0	2	7	18	0	0	0	0	0	0	0	11	0	0	7	0	0	0	0	0	0	0	0	0	2	7
OR51T1	OR51T1	NM_001004759.2	protein_coding	0	0	1	20	1	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	7
OR51V1	OR51V1	NM_001004760.2	protein_coding	0	0	4	50	0	0	0	0	0	0	0	30	0	0	4	0	0	0	0	0	0	0	0	0	0	20
OR52A1	OR52A1	NM_012375.2	protein_coding	1	0	2	14	0	0	0	0	0	0	0	7	1	0	2	0	0	0	0	0	0	0	0	0	0	7
OR52A5	OR52A5	NM_001005160.2	protein_coding	0	1	0	13	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	6
OR52B2	OR52B2	NM_001004052.1	protein_coding	0	0	1	23	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	13
OR52B4	OR52B4	NM_001005161.3	protein_coding	1	1	0	17	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	12
OR52B6	OR52B6	NM_001005162.2	protein_coding	0	3	5	65	0	0	0	0	0	0	0	37	0	0	5	0	0	0	0	0	0	0	0	0	3	28
OR52D1	OR52D1	NM_001005163.2	protein_coding	1	4	5	53	1	0	0	0	0	1	0	26	1	0	4	0	0	0	0	0	0	0	0	0	4	26
OR52E1	OR52E1	NM_001348221.1	protein_coding	1	2	4	39	2	1	2	0	0	0	0	15	1	0	4	0	0	0	0	0	0	0	0	0	1	20
OR52E1	OR52E1	NR_145505.1		0	0	0	45	0	0	0	0	0	0	0	15	0	0	0	10	0	0	0	0	0	0	0	0	0	20
OR52E2	OR52E2	NM_001005164.2	protein_coding	0	2	4	71	0	0	0	0	0	0	0	39	0	0	4	0	0	0	0	0	0	0	0	0	2	32
OR52E4	OR52E4	NM_001005165.1	protein_coding	0	2	5	60	0	0	0	0	0	0	0	36	0	0	5	0	0	0	0	0	0	0	0	0	2	24
OR52E5	OR52E5	NM_001005166.2	protein_coding	0	2	2	31	0	0	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	2	11
OR52E6	OR52E6	NM_001005167.2	protein_coding	0	2	9	75	0	0	0	0	0	0	0	37	0	0	9	0	0	0	0	0	0	0	0	0	2	38
OR52E8	OR52E8	NM_001005168.1	protein_coding	1	0	1	56	0	0	0	0	0	0	0	23	0	0	1	0	0	0	0	1	0	0	1	0	0	33
OR52H1	OR52H1	NM_001005289.1	protein_coding	0	2	5	52	0	0	0	0	0	0	0	15	0	0	5	0	0	0	0	0	0	0	0	0	2	37
OR52I1	OR52I1	NM_001005169.1	protein_coding	0	0	5	30	0	0	0	0	0	0	0	17	0	0	5	0	0	0	0	0	0	0	0	0	0	13
OR52I2	OR52I2	NM_001005170.2	protein_coding	0	0	3	27	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	0	13
OR52J3	OR52J3	NM_001001916.2	protein_coding	1	1	6	77	0	0	0	0	0	0	0	41	0	0	6	0	0	0	0	0	0	1	0	0	1	36
OR52K1	OR52K1	NM_001005171.2	protein_coding	0	0	3	27	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	0	0	10
OR52K2	OR52K2	NM_001005172.2	protein_coding	0	0	3	39	0	0	0	0	0	0	0	20	0	0	3	0	0	0	0	0	0	0	0	0	0	19
OR52L1	OR52L1	NM_001005173.3	protein_coding	0	2	7	23	2	0	0	0	0	0	0	13	0	0	7	0	0	0	0	0	0	0	0	0	2	8
OR52M1	OR52M1	NM_001004137.1	protein_coding	0	4	1	60	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	4	39
OR52N1	OR52N1	NM_001001913.1	protein_coding	1	3	6	57	0	0	0	0	0	0	0	28	1	0	6	0	0	0	0	0	0	0	0	0	3	29
OR52N2	OR52N2	NM_001005174.1	protein_coding	0	3	6	54	0	0	0	0	0	0	0	20	0	0	6	0	0	0	0	0	0	0	0	0	3	34
OR52N4	OR52N4	NM_001005175.3	protein_coding	1	1	7	68	0	0	0	0	0	0	0	32	0	0	7	0	0	0	0	0	0	1	0	0	1	36
OR52N5	OR52N5	NM_001001922.2	protein_coding	1	0	1	25	0	0	1	0	0	0	0	10	1	0	1	0	0	0	0	0	0	0	0	0	0	14
OR52R1	OR52R1	NM_001005177.3	protein_coding	0	3	4	42	0	0	0	0	0	0	0	30	0	0	4	0	0	0	0	0	0	0	0	0	3	12
OR52W1	OR52W1	NM_001005178.1	protein_coding	0	1	4	23	0	0	0	0	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	1	14
OR52Z1	OR52Z1	NM_001348257.1	protein_coding	1	0	7	49	0	0	0	0	0	0	1	22	1	0	6	0	0	0	0	0	0	0	0	0	0	27
OR56A1	OR56A1	NM_001001917.2	protein_coding	0	1	1	32	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	1	19
OR56A3	OR56A3	NM_001003443.2	protein_coding	0	2	1	25	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	2	15
OR56A4	OR56A4	NM_001005179.3	protein_coding	0	2	3	35	1	0	0	0	0	0	0	15	0	0	3	0	0	0	0	0	0	0	0	0	2	19
OR56A5	OR56A5	NM_001146033.1	protein_coding	1	1	3	27	0	0	0	0	0	0	0	18	0	0	3	0	0	0	0	0	0	1	0	0	1	9
OR56B1	OR56B1	NM_001005180.3	protein_coding	1	3	2	48	9	0	0	0	0	0	0	21	1	0	2	0	0	0	0	0	0	0	0	0	3	18
OR56B4	OR56B4	NM_001005181.2	protein_coding	0	1	1	22	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	1	10
OR5A1	OR5A1	NM_001004728.1	protein_coding	0	3	3	33	0	0	0	0	0	0	0	16	0	0	3	0	0	0	0	0	0	0	0	0	3	17
OR5A2	OR5A2	NM_001001954.1	protein_coding	0	0	2	31	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	20
OR5AK2	OR5AK2	NM_001005323.1	protein_coding	0	2	3	20	0	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	0	0	0	0	2	6
OR5AK4P	OR5AK4P	NR_036445.1		0	0	0	11	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	5
OR5AL1	OR5AL1	NM_001348230.1	protein_coding	1	2	5	46	0	0	0	0	0	0	0	21	1	0	5	0	0	0	0	0	0	0	0	0	2	25
OR5AL1	OR5AL1	NR_145506.1		0	0	0	54	0	0	0	0	0	0	0	21	0	0	0	8	0	0	0	0	0	0	0	0	0	25
OR5AN1	OR5AN1	NM_001004729.1	protein_coding	0	0	1	39	0	0	0	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	0	0	18
OR5AP2	OR5AP2	NM_001002925.1	protein_coding	0	1	2	23	0	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	1	16
OR5AR1	OR5AR1	NM_001004730.1	protein_coding	1	1	1	26	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	1	0	0	1	18
OR5AS1	OR5AS1	NM_001001921.1	protein_coding	0	6	2	55	0	0	0	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	0	6	26
OR5B12	OR5B12	NM_001004733.2	protein_coding	0	0	3	25	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	0	0	14
OR5B17	OR5B17	NM_001005489.2	protein_coding	0	1	2	15	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	1	6
OR5B2	OR5B2	NM_001005566.2	protein_coding	0	0	2	37	0	0	1	0	0	0	0	24	0	0	2	0	0	0	0	0	0	0	0	0	0	12
OR5B21	OR5B21	NM_001005218.2	protein_coding	0	0	0	12	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OR5B3	OR5B3	NM_001005469.1	protein_coding	1	3	6	58	0	0	0	0	0	0	0	21	1	0	6	0	0	0	0	0	0	0	0	0	3	37
OR5D13	OR5D13	NM_001001967.1	protein_coding	0	0	4	31	0	0	0	0	0	0	0	18	0	0	4	0	0	0	0	0	0	0	0	0	0	13
OR5D14	OR5D14	NM_001004735.1	protein_coding	0	0	8	29	0	0	0	0	0	0	0	19	0	0	8	0	0	0	0	0	0	0	0	0	0	10
OR5D16	OR5D16	NM_001005496.1	protein_coding	0	2	3	26	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	2	16
OR5D18	OR5D18	NM_001001952.1	protein_coding	0	1	3	29	0	0	0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	0	1	12
OR5E1P	OR5E1P	NR_027711.1		0	0	0	42	0	0	0	0	0	0	0	19	0	0	0	5	0	0	0	0	0	0	0	0	0	18
OR5F1	OR5F1	NM_003697.1	protein_coding	0	3	4	34	0	0	0	0	0	0	0	16	0	0	4	0	0	0	0	0	0	0	0	0	3	18
OR5I1	OR5I1	NM_006637.1	protein_coding	0	3	5	37	0	0	0	0	0	0	0	16	0	0	5	0	0	0	0	0	0	0	0	0	3	21
OR5J2	OR5J2	NM_001005492.1	protein_coding	0	1	0	21	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	10
OR5L1	OR5L1	NM_001004738.2	protein_coding	0	4	2	24	1	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	4	12
OR5L2	OR5L2	NM_001004739.1	protein_coding	0	3	2	23	0	0	0	0	0	0	0	16	0	0	2	0	0	0	0	0	0	0	0	0	3	7
OR5M1	OR5M1	NM_001004740.1	protein_coding	1	0	1	28	0	0	0	0	0	0	0	14	1	0	1	0	0	0	0	0	0	0	0	0	0	14
OR5M10	OR5M10	NM_001004741.1	protein_coding	1	1	2	16	0	0	0	0	0	0	0	11	1	0	2	0	0	0	0	0	0	0	0	0	1	5
OR5M11	OR5M11	NM_001005245.1	protein_coding	1	1	2	52	0	0	0	0	0	0	0	24	0	0	2	0	0	0	0	0	0	1	0	0	1	28
OR5M3	OR5M3	NM_001004742.2	protein_coding	0	1	3	23	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	0	0	1	14
OR5M8	OR5M8	NM_001005282.1	protein_coding	0	0	0	23	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	11
OR5M9	OR5M9	NM_001004743.1	protein_coding	0	3	5	21	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0	0	3	11
OR5P2	OR5P2	NM_153444.1	protein_coding	0	5	7	94	0	0	0	0	1	0	0	53	0	0	6	0	0	0	0	0	0	0	0	0	5	41
OR5P3	OR5P3	NM_153445.1	protein_coding	0	3	2	51	0	0	0	0	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	0	3	28
OR5R1	OR5R1	NM_001004744.1	protein_coding	0	0	8	36	0	0	0	0	0	0	0	24	0	0	8	0	0	0	0	0	0	0	0	0	0	12
OR5T1	OR5T1	NM_001004745.1	protein_coding	0	1	1	22	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	1	9
OR5T2	OR5T2	NM_001004746.1	protein_coding	0	3	7	19	0	0	0	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0	0	3	9
OR5T3	OR5T3.2	NM_001004747.1.2	protein_coding	0	0	0	19	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8
OR5W2	OR5W2	NM_001001960.1	protein_coding	0	2	8	42	0	0	0	0	0	0	0	24	0	0	8	0	0	0	0	0	0	0	0	0	2	18
OR6A2	OR6A2	NM_003696.2	protein_coding	0	1	1	35	1	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	0	1	23
OR6M1	OR6M1	NM_001005325.1	protein_coding	0	1	2	31	0	0	0	0	0	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	1	14
OR6Q1	OR6Q1	NM_001005186.2	protein_coding	1	1	3	36	0	0	0	0	0	0	0	22	1	0	3	0	0	0	0	0	0	0	0	0	1	14
OR6T1	OR6T1	NM_001005187.1	protein_coding	0	5	1	38	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	5	28
OR6X1	OR6X1	NM_001005188.1	protein_coding	0	0	1	21	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	8
OR7E12P	OR7E12P	NR_044999.1		0	0	0	22	0	0	0	0	0	0	0	8	0	0	0	6	0	0	0	0	0	0	0	0	0	8
OR7E14P	OR7E14P	NR_045002.1		0	0	0	20	0	0	0	0	0	0	0	11	0	0	0	5	0	0	0	0	0	0	0	0	0	4
OR7E2P	OR7E2P	NR_045004.1		0	0	0	35	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	0	26
OR7E5P	OR7E5P	NR_027688.2		1	0	0	50	0	0	0	0	0	0	0	15	0	20	0	12	0	1	0	0	0	0	0	0	0	4
OR8A1	OR8A1	NM_001005194.2	protein_coding	0	0	3	34	0	0	0	0	0	0	0	12	0	0	3	0	0	0	0	0	0	0	0	0	0	22
OR8B12	OR8B12	NM_001005195.1	protein_coding	0	0	1	19	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	10
OR8B2	OR8B2	NM_001005468.1	protein_coding	0	2	4	38	0	0	0	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	2	17
OR8B3	OR8B3	NM_001005467.1	protein_coding	1	1	1	16	0	0	0	0	0	0	0	6	1	0	1	0	0	0	0	0	0	0	0	0	1	10
OR8B4	OR8B4	NM_001005196.1	protein_coding	0	1	5	48	0	0	0	0	0	0	0	29	0	0	5	0	0	0	0	0	0	0	0	0	1	19
OR8B8	OR8B8	NM_012378.1	protein_coding	0	2	1	36	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	0	2	26
OR8D1	OR8D1	NM_001002917.1	protein_coding	0	2	2	31	0	0	0	0	0	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	2	16
OR8D2	OR8D2	NM_001002918.1	protein_coding	0	0	2	29	0	0	0	0	0	0	0	11	0	0	2	0	0	0	0	0	0	0	0	0	0	18
OR8D4	OR8D4	NM_001005197.1	protein_coding	0	3	9	44	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	0	0	0	0	0	3	30
OR8G1	OR8G1	NM_001002905.1	protein_coding	1	1	0	67	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	1	0	0	1	36
OR8G1	OR8G1	NR_045681.1		0	0	0	69	0	0	0	0	0	0	0	31	0	0	0	2	0	0	0	0	0	0	0	0	0	36
OR8G2P	OR8G2P	NM_001291438.1	protein_coding	2	1	13	40	0	0	0	0	0	0	0	28	1	0	13	0	0	0	0	0	0	1	0	0	1	12
OR8G5	OR8G5	NM_001005198.1	protein_coding	0	2	5	78	0	0	0	0	0	0	0	41	0	0	5	0	0	0	0	0	0	0	0	0	2	37
OR8H1	OR8H1	NM_001005199.1	protein_coding	0	1	5	23	0	0	0	0	0	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0	1	9
OR8H2	OR8H2	NM_001005200.1	protein_coding	0	1	9	49	0	0	0	0	0	0	0	29	0	0	9	0	0	0	0	0	0	0	0	0	1	20
OR8H3	OR8H3	NM_001005201.1	protein_coding	0	3	10	41	0	0	0	0	0	0	0	23	0	0	10	0	0	0	0	0	0	0	0	0	3	18
OR8I2	OR8I2	NM_001003750.1	protein_coding	3	0	3	41	0	0	0	0	0	0	0	18	2	0	3	0	0	0	0	0	0	1	0	0	0	23
OR8J1	OR8J1	NM_001005205.2	protein_coding	0	3	4	33	1	0	0	0	0	0	0	17	0	0	4	0	0	0	0	0	0	0	0	0	3	15
OR8J3	OR8J3	NM_001004064.1	protein_coding	0	1	4	25	0	0	0	0	0	0	0	20	0	0	4	0	0	0	0	0	0	0	0	0	1	5
OR8K1	OR8K1	NM_001002907.1	protein_coding	1	1	3	21	0	0	0	0	0	0	0	11	0	0	3	0	0	0	0	0	1	0	0	0	1	10
OR8K3	OR8K3	NM_001005202.1	protein_coding	0	0	2	32	0	0	0	0	0	0	0	14	0	0	2	0	0	0	0	0	0	0	0	0	0	18
OR8K5	OR8K5	NM_001004058.2	protein_coding	0	0	1	15	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	6
